id,name,country,league
1100,SK Brann,Norway,Eliteserien
6399,Sandefjord Fotball,Norway,Eliteserien
10217,Sarpsborg 08 FF,Norway,Eliteserien
2817,Strømsgodset IF,Norway,Eliteserien
1293,Tromsø IL,Norway,Eliteserien
239,Viking FK,Norway,Eliteserien
76,Vålerenga Fotball Elite,Norway,Eliteserien
5619,Aalesunds FK,Norway,OBOS-ligaen
267,IK Start,Norway,OBOS-ligaen
353,Lillestrøm SK,Norway,OBOS-ligaen
11338,Mjøndalen IF,Norway,OBOS-ligaen
1058,Odds BK,Norway,OBOS-ligaen
1274,Stabæk Fotball,Norway,OBOS-ligaen
13593,2 de Mayo,Paraguay,Paraguay Division Profesional
6603,Sportivo Ameliano,Paraguay,Paraguay Division Profesional
3291,Gornik Leczna,Poland,Betclic 1 Liga
256,LKS Lodz,Poland,Betclic 1 Liga
8936,Miedz Legnica,Poland,Betclic 1 Liga
7976,Polonia Bytom,Poland,Betclic 1 Liga
2745,Polonia Warsaw,Poland,Betclic 1 Liga
28893,Puszcza Niepolomice,Poland,Betclic 1 Liga
318,Ruch Chorzow,Poland,Betclic 1 Liga
759,Slask Wroclaw,Poland,Betclic 1 Liga
22431,Stal Mielec,Poland,Betclic 1 Liga
422,Wisla Kraków,Poland,Betclic 1 Liga
6560,Zaglebie Sosnowiec,Poland,Betclic 2 Liga
6107,Arka Gdynia,Poland,PKO BP Ekstraklasa
15906,Bruk-Bet Termalica Nieciecza,Poland,PKO BP Ekstraklasa
5689,Cracovia,Poland,PKO BP Ekstraklasa
6456,GKS Katowice,Poland,PKO BP Ekstraklasa
428,Górnik Zabrze,Poland,PKO BP Ekstraklasa
2300,Jagiellonia Bialystok,Poland,PKO BP Ekstraklasa
6110,Korona Kielce,Poland,PKO BP Ekstraklasa
238,Lech Poznan,Poland,PKO BP Ekstraklasa
4000,Lechia Gdansk,Poland,PKO BP Ekstraklasa
255,Legia Warszawa,Poland,PKO BP Ekstraklasa
3527,Motor Lublin,Poland,PKO BP Ekstraklasa
6112,Piast Gliwice,Poland,PKO BP Ekstraklasa
324,Pogon Szczecin,Poland,PKO BP Ekstraklasa
7154,Radomiak Radom,Poland,PKO BP Ekstraklasa
9644,Raków Częstochowa,Poland,PKO BP Ekstraklasa
88,Widzew Lodz,Poland,PKO BP Ekstraklasa
2118,Wisla Plock,Poland,PKO BP Ekstraklasa
168,Zaglebie Lubin,Poland,PKO BP Ekstraklasa
1436,SC Beira-Mar,Portugal,Campeonato de Portugal - Série B
2990,Académica Coimbra,Portugal,Liga 3
5227,Atlético CP,Portugal,Liga 3
68608,CF Os Belenenses,Portugal,Liga 3
110302,Avs Futebol,Portugal,Liga Portugal
982,CD Nacional,Portugal,Liga Portugal
2423,CD Santa Clara,Portugal,Liga Portugal
7179,CD Tondela,Portugal,Liga Portugal
2431,CF Estrela Amadora,Portugal,Liga Portugal
3268,Casa Pia AC,Portugal,Liga Portugal
2521,FC Alverca,Portugal,Liga Portugal
8024,FC Arouca,Portugal,Liga Portugal
3329,FC Famalicão,Portugal,Liga Portugal
720,FC Porto,Portugal,Liga Portugal
1465,GD Estoril Praia,Portugal,Liga Portugal
2424,Gil Vicente FC,Portugal,Liga Portugal
979,Moreirense FC,Portugal,Liga Portugal
2425,Rio Ave FC,Portugal,Liga Portugal
1075,SC Braga,Portugal,Liga Portugal
294,SL Benfica,Portugal,Liga Portugal
336,Sporting CP,Portugal,Liga Portugal
2420,Vitória Guimarães SC,Portugal,Liga Portugal
7788,Académico Viseu FC,Portugal,Liga Portugal 2
3349,CD Feirense,Portugal,Liga Portugal 2
1301,CS Marítimo,Portugal,Liga Portugal 2
663,Chaves,Portugal,Liga Portugal 2
1701,FC Felgueiras 1932,Portugal,Liga Portugal 2
2995,FC Paços de Ferreira,Portugal,Liga Portugal 2
3327,FC Penafiel,Portugal,Liga Portugal 2
10331,FC Porto B,Portugal,Liga Portugal 2
6912,FC Vizela,Portugal,Liga Portugal 2
3325,GD Chaves,Portugal,Liga Portugal 2
3345,Leixões SC,Portugal,Liga Portugal 2
8189,Lusitânia FC Lourosa,Portugal,Liga Portugal 2
7378,Portimonense SAD,Portugal,Liga Portugal 2
4294,SC Farense,Portugal,Liga Portugal 2
2432,SC União Torreense,Portugal,Liga Portugal 2
10330,SL Benfica B,Portugal,Liga Portugal 2
10949,Sporting CP B,Portugal,Liga Portugal 2
2639,UD Leiria,Portugal,Liga Portugal 2
8827,UD Oliveirense,Portugal,Liga Portugal 2
91910,FC Vizela U23,Portugal,Liga Revelação U23
67731,Portimonense SAD U23,Portugal,Liga Revelação U23
2457,B SAD,Portugal,
2503,Boavista FC,Portugal,
976,CF União Madeira (-2021),Portugal,
3336,Desportivo Aves (- 2020),Portugal,
4750,SC Olhanense,Portugal,
1085,Vitória Setúbal FC,Portugal,
3612,Al-Ahli SC,Qatar,Qatar Stars League
1230,Al-Arabi SC,Qatar,Qatar Stars League
26091,Al-Duhail SC,Qatar,Qatar Stars League
6297,Al-Gharafa SC,Qatar,Qatar Stars League
3229,Al-Rayyan SC,Qatar,Qatar Stars League
656,Al-Sadd SC,Qatar,Qatar Stars League
4630,Al-Sailiya SC,Qatar,Qatar Stars League
34694,Al-Shahania SC,Qatar,Qatar Stars League
10775,Al-Shamal SC,Qatar,Qatar Stars League
13509,Al-Wakrah SC,Qatar,Qatar Stars League
965,Qatar SC,Qatar,Qatar Stars League
10920,Umm Salal SC,Qatar,Qatar Stars League
40812,Universitatea Craiova,Romania,Austria 2 Liga
9465,Petrolul Ploiesti,Romania,Bulgarian First League
952,UTA Arad,Romania,Denmark 1. Division
8818,FC Botosani,Romania,Germany 2 Bundesliga
13598,Dinamo Bucuresti,Romania,Liga I
301,FCSB,Romania,Liga I
2524,Universitatea Craiova,Romania,Liga I
3729,Arsenal Tula,Russia,1.Division
28095,FC Ufa,Russia,1.Division
1124,Fakel Voronezh,Russia,1.Division
3609,Rotor Volgograd,Russia,1.Division
2374,Shinnik Yaroslavl,Russia,1.Division
3834,Sokol Saratov,Russia,1.Division
1186,Torpedo Moscow,Russia,1.Division
11127,Ural Yekaterinburg,Russia,1.Division
4128,Amkar Perm,Russia,2. Division B
3690,SKA Khabarovsk,Russia,Bolivia Primera Division
3725,Akhmat Grozny,Russia,Premier Liga
71985,Akron Togliatti,Russia,Premier Liga
2741,Baltika Kaliningrad,Russia,Premier Liga
2410,CSKA Moscow,Russia,Premier Liga
75231,Dinamo Makhachkala,Russia,Premier Liga
121,Dynamo Moscow,Russia,Premier Liga
16704,FC Krasnodar,Russia,Premier Liga
14589,FC Orenburg,Russia,Premier Liga
49702,FC Pari Nizhniy Novgorod,Russia,Premier Liga
1083,FC Rostov,Russia,Premier Liga
41231,FC Sochi,Russia,Premier Liga
2696,Krylya Sovetov Samara,Russia,Premier Liga
932,Lokomotiv Moscow,Russia,Premier Liga
2698,Rubin Kazan,Russia,Premier Liga
232,Spartak Moscow,Russia,Premier Liga
964,Zenit St. Petersburg,Russia,Premier Liga
2730,Dynamo,Russia,Russia Premier League
2700,Anzhi Makhachkala,Russia,
3719,FC Khimki (-2025),Russia,
2439,Kuban Krasnodar (-2018),Russia,
11126,Mordovia Saransk (-2020),Russia,
41201,PFK Tambov (-2021),Russia,
2703,Spartak Vladikavkaz (-2020),Russia,
3691,Tom Tomsk (-2023),Russia,
2729,Al-Fateh,Saudi Arabia,Saudi Pro League
1270,Dunfermline Athletic FC,Scotland,Scottish Championship
2760,Partick Thistle FC,Scotland,Scottish Championship
2759,Ross County FC,Scotland,Scottish Championship
2578,St. Johnstone FC,Scotland,Scottish Championship
2999,Hamilton Academical FC,Scotland,Scottish League One
2451,Inverness Caledonian Thistle FC,Scotland,Scottish League One
370,Aberdeen FC,Scotland,Scottish Premiership
371,Celtic FC,Scotland,Scottish Premiership
511,Dundee FC,Scotland,Scottish Premiership
1519,Dundee United FC,Scotland,Scottish Premiership
1191,Falkirk FC,Scotland,Scottish Premiership
43,Heart of Midlothian FC,Scotland,Scottish Premiership
903,Hibernian FC,Scotland,Scottish Premiership
2553,Kilmarnock FC,Scotland,Scottish Premiership
1241,Livingston FC,Scotland,Scottish Premiership
987,Motherwell FC,Scotland,Scottish Premiership
124,Rangers FC,Scotland,Scottish Premiership
465,St. Mirren FC,Scotland,Scottish Premiership
53,OFK Beograd,Serbia,Super Liga
2781,FC Petrzalka,Slovakia,MONACObet liga
12005,FC ViOn Zlate Moravce-Vrable,Slovakia,MONACObet liga
38269,FK Pohronie,Slovakia,MONACObet liga
216,Inter Bratislava,Slovakia,MONACObet liga
20758,MFK Dukla Banska Bystrica,Slovakia,MONACObet liga
2779,MSK Puchov,Slovakia,MONACObet liga
20611,Tatran Liptovsky Mikulas,Slovakia,MONACObet liga
7918,AS Trencin,Slovakia,Niké Liga
4529,DAC Dunajska Streda,Slovakia,Niké Liga
51316,FC Kosice,Slovakia,Niké Liga
4531,FC Tatran Presov,Slovakia,Niké Liga
32314,KFC Komarno,Slovakia,Niké Liga
7087,MFK Ruzomberok,Slovakia,Niké Liga
35488,MFK Skalica,Slovakia,Niké Liga
1443,MSK Zilina,Slovakia,Niké Liga
540,Slovan Bratislava,Slovakia,Niké Liga
365,Spartak Trnava,Slovakia,Niké Liga
20063,Zeleziarne Podbrezova,Slovakia,Niké Liga
13744,Zemplin Michalovce,Slovakia,Niké Liga
119,Valladolid,Spain,Armenia Premier League
621,Athletic Bilbao,Spain,LaLiga
13,Atlético de Madrid,Spain,LaLiga
331,CA Osasuna,Spain,LaLiga
940,Celta de Vigo,Spain,LaLiga
1108,Deportivo Alavés,Spain,LaLiga
1531,Elche CF,Spain,LaLiga
131,FC Barcelona,Spain,LaLiga
3709,Getafe CF,Spain,LaLiga
12321,Girona FC,Spain,LaLiga
3368,Levante UD,Spain,LaLiga
714,RCD Espanyol Barcelona,Spain,LaLiga
237,RCD Mallorca,Spain,LaLiga
367,Rayo Vallecano,Spain,LaLiga
150,Real Betis Balompié,Spain,LaLiga
418,Real Madrid,Spain,LaLiga
2497,Real Oviedo,Spain,LaLiga
681,Real Sociedad,Spain,LaLiga
368,Sevilla FC,Spain,LaLiga
1049,Valencia CF,Spain,LaLiga
1050,Villarreal CF,Spain,LaLiga
8568,AD Ceuta FC,Spain,LaLiga2
1532,Albacete Balompié,Spain,LaLiga2
1536,Burgos CF,Spain,LaLiga2
2502,CD Castellón,Spain,LaLiga2
1244,CD Leganés,Spain,LaLiga2
13222,CD Mirandés,Spain,LaLiga2
4542,Cultural Leonesa,Spain,LaLiga2
2687,Cádiz CF,Spain,LaLiga2
993,Córdoba CF,Spain,LaLiga2
897,Deportivo de La Coruña,Spain,LaLiga2
16795,Granada CF,Spain,LaLiga2
1084,Málaga CF,Spain,LaLiga2
630,Racing Santander,Spain,LaLiga2
9899,Real Sociedad B,Spain,LaLiga2
366,Real Valladolid CF,Spain,LaLiga2
142,Real Zaragoza,Spain,LaLiga2
1533,SD Eibar,Spain,LaLiga2
5358,SD Huesca,Spain,LaLiga2
2448,Sporting Gijón,Spain,LaLiga2
3302,UD Almería,Spain,LaLiga2
472,UD Las Palmas,Spain,LaLiga2
8733,RC Celta Fortuna,Spain,Primera Federación - Grupo I
1176,Racing Ferrol,Spain,Primera Federación - Grupo I
3679,Atlético Madrileño,Spain,Primera Federación - Grupo II
12567,CD Eldense,Spain,Primera Federación - Grupo II
7971,Hércules CF,Spain,Primera Federación - Grupo II
2296,CD Numancia,Spain,Segunda Federación - Grupo I
24420,UD Logroñés,Spain,Segunda Federación - Grupo II
2464,FC Barcelona Atlètic,Spain,Segunda Federación - Grupo III
5649,Atlético Malagueño,Spain,Segunda Federación - Grupo IV
2867,Recreativo Huelva,Spain,Segunda Federación - Grupo IV
21337,Yeclano Deportivo,Spain,Segunda Federación - Grupo IV
24971,Albacete,Spain,Spain Segunda Division
21550,Recreativo Granada,Spain,
272,AIK,Sweden,Allsvenskan
14083,AIK Stockholm,Sweden,Allsvenskan
1109,BK Häcken,Sweden,Allsvenskan
3641,Degerfors IF,Sweden,Allsvenskan
1044,Djurgårdens IF,Sweden,Allsvenskan
7009,GAIS,Sweden,Allsvenskan
1011,Halmstads BK,Sweden,Allsvenskan
1059,Hammarby IF,Sweden,Allsvenskan
1092,IF Brommapojkarna,Sweden,Allsvenskan
1101,IF Elfsborg,Sweden,Allsvenskan
801,IFK Göteborg,Sweden,Allsvenskan
2844,IFK Norrköping,Sweden,Allsvenskan
3622,IFK Värnamo,Sweden,Allsvenskan
7945,IK Sirius,Sweden,Allsvenskan
496,Malmö FF,Sweden,Allsvenskan
2719,Mjällby AIF,Sweden,Allsvenskan
1236,Östers IF,Sweden,Allsvenskan
2843,GIF Sundsvall,Sweden,Superettan
699,Helsingborgs IF,Sweden,Superettan
3654,Kalmar FF,Sweden,Superettan
2294,Landskrona BoIS,Sweden,Superettan
701,Trelleborgs FF,Sweden,Superettan
10507,Varbergs BoIS,Sweden,Superettan
5202,Västerås SK,Sweden,Superettan
1056,Örebro SK,Sweden,Superettan
1118,Örgryte IS,Sweden,Superettan
9614,Östersunds FK,Sweden,Superettan
81455,IFK Varnamo,Sweden,Sweden Superettan
25381,Oddevold,Sweden,Sweden Superettan
2047,AC Bellinzona,Switzerland,Challenge League
1292,Etoile Carouge FC,Switzerland,Challenge League
116,FC Aarau,Switzerland,Challenge League
8463,FC Rapperswil-Jona,Switzerland,Challenge League
5507,FC Stade Nyonnais,Switzerland,Challenge League
5499,FC Stade-Lausanne-Ouchy,Switzerland,Challenge League
850,FC Wil 1900,Switzerland,Challenge League
625,Neuchâtel Xamax FCS,Switzerland,Challenge League
322,Yverdon Sport FC,Switzerland,Challenge League
452,BSC Young Boys,Switzerland,Super League
26,FC Basel 1893,Switzerland,Super League
527,FC Lausanne-Sport,Switzerland,Super League
2790,FC Lugano,Switzerland,Super League
434,FC Luzern,Switzerland,Super League
321,FC Sion,Switzerland,Super League
257,FC St. Gallen 1879,Switzerland,Super League
938,FC Thun,Switzerland,Super League
242,FC Winterthur,Switzerland,Super League
260,FC Zürich,Switzerland,Super League
504,Grasshopper Club Zurich,Switzerland,Super League
61,Servette FC,Switzerland,Super League
4131,Simba,Tanzania,Tanzania Premier League
105806,Chonburi FC,Thailand,Thailand Thai League 1
45193,CS Sfaxien,Tunisia,Tunisia Ligue 1
3840,Adana Demirspor,Türkiye,1.Lig
54291,Adana Demirspor,Türkiye,1.Lig
12382,Amed SK,Türkiye,1.Lig
12388,Ankara Keciörengücü,Türkiye,1.Lig
20760,Bandirmaspor,Türkiye,1.Lig
44006,Bodrum FK,Türkiye,1.Lig
3207,Boluspor,Türkiye,1.Lig
37951,Corum FK,Türkiye,1.Lig
39722,Erzurumspor FK,Türkiye,1.Lig
45269,Esenler Erokspor,Türkiye,1.Lig
7775,Hatayspor,Türkiye,1.Lig
74664,Igdir FK,Türkiye,1.Lig
924,Istanbulspor,Türkiye,1.Lig
48913,Manisa FK,Türkiye,1.Lig
3209,Pendikspor,Türkiye,1.Lig
2463,Sakaryaspor,Türkiye,1.Lig
518,Sariyer,Türkiye,1.Lig
50845,Serik Spor,Türkiye,1.Lig
2381,Sivasspor,Türkiye,1.Lig
85501,Sivasspor,Türkiye,1.Lig
3173,Van Spor FK,Türkiye,1.Lig
24245,Ümraniyespor,Türkiye,1.Lig
2292,Elazigspor,Türkiye,2.Lig Beyaz
868,MKE Ankaragücü,Türkiye,2.Lig Beyaz
2944,Sincan Belediyesi Ankaraspor,Türkiye,2.Lig Beyaz
6,Adanaspor,Türkiye,2.Lig Kirmizi
20,Bursaspor,Türkiye,2.Lig Kirmizi
19789,Yeni Malatyaspor,Türkiye,2.Lig Kirmizi
11688,Giresunspor,Türkiye,3.Lig Grup 3
2375,Altay SK,Türkiye,3.Lig Grup 4
20698,Balikesirspor,Türkiye,3.Lig Grup 4
825,Eskisehirspor,Türkiye,3.Lig Grup 4
11282,Alanyaspor,Türkiye,Süper Lig
589,Antalyaspor,Türkiye,Süper Lig
6890,Basaksehir FK,Türkiye,Süper Lig
114,Besiktas JK,Türkiye,Süper Lig
126,Caykur Rizespor,Türkiye,Süper Lig
7160,Eyüpspor,Türkiye,Süper Lig
6646,Fatih Karagümrük,Türkiye,Süper Lig
36,Fenerbahce,Türkiye,Süper Lig
141,Galatasaray,Türkiye,Süper Lig
2832,Gaziantep FK,Türkiye,Süper Lig
820,Genclerbirligi Ankara,Türkiye,Süper Lig
1467,Göztepe,Türkiye,Süper Lig
10484,Kasimpasa,Türkiye,Süper Lig
3205,Kayserispor,Türkiye,Süper Lig
120,Kocaelispor,Türkiye,Süper Lig
2293,Konyaspor,Türkiye,Süper Lig
152,Samsunspor,Türkiye,Süper Lig
449,Trabzonspor,Türkiye,Süper Lig
19771,Akhisarspor,Türkiye,
833,Denizlispor,Türkiye,
524,Gaziantepspor (-2020),Türkiye,
1506,Kardemir Karabükspor,Türkiye,
6894,Kayseri Erciyesspor,Türkiye,
3216,Mersin Talimyurdu SK,Türkiye,
2323,Orduspor,Türkiye,
515,Ajman,UAE,UAE Pro League
23287,Inter Miami,USA,MLS
6992,Chornomorets Odesa,Ukraine,Persha Liga
49364,Ingulets Petrove,Ukraine,Persha Liga
86209,Livyi Bereg Kyiv,Ukraine,Persha Liga
83678,Metalist Kharkiv,Ukraine,Persha Liga
2740,Vorskla Poltava,Ukraine,Persha Liga
338,Dynamo Kyiv,Ukraine,Premier Liga
84122,Epicentr Kamyanets-Podilskyi,Ukraine,Premier Liga
87883,FC Kudrivka,Ukraine,Premier Liga
18303,FC Oleksandriya,Ukraine,Premier Liga
85465,Karpaty Lviv,Ukraine,Premier Liga
48332,Kolos Kovalivka,Ukraine,Premier Liga
3592,Kryvbas Kryvyi Rig,Ukraine,Premier Liga
63007,LNZ Cherkasy,Ukraine,Premier Liga
55686,Metalist 1925 Kharkiv,Ukraine,Premier Liga
26459,NK Veres Rivne,Ukraine,Premier Liga
39097,Obolon Kyiv,Ukraine,Premier Liga
53646,Polissya Zhytomyr,Ukraine,Premier Liga
48726,Rukh Lviv,Ukraine,Premier Liga
81401,SC Poltava,Ukraine,Premier Liga
660,Shakhtar Donetsk,Ukraine,Premier Liga
10690,Zorya Lugansk,Ukraine,Premier Liga
36256,Metalurh Zaporizhya,Ukraine,Ukraine Persha Liga
9007,Arsenal Kyiv ( -2019),Ukraine,
16239,Desna Chernigiv,Ukraine,
339,Dnipro Dnipropetrovsk (- 2020),Ukraine,
6993,FC Mariupol,Ukraine,
61825,FC Minaj,Ukraine,
16245,FC Sevastopol (- 2014),Ukraine,
6996,Goverla Uzhgorod (- 2016),Ukraine,
2477,Karpaty Lviv (-2021),Ukraine,
6414,Metalist Kharkiv (- 2016),Ukraine,
2783,Metalurg Donetsk (- 2015),Ukraine,
6994,Metalurg Zaporizhya (-2016),Ukraine,
23611,Olimpik Donetsk ( - 2021),Ukraine,
18105,PFC Lviv,Ukraine,
16247,PFC Stal Kamyanske (-2018),Ukraine,
60551,SC Dnipro-1 ( - 2024),Ukraine,
2227,SC Tavriya Simferopol (-2022),Ukraine,
4482,Volyn Lutsk,Ukraine,
8838,Zirka Kropyvnytskyi,Ukraine,
64328,Atlanta United 2,United States,MLS Next Pro
102400,Los Angeles FC 2,United States,MLS Next Pro
39815,New York Red Bulls II,United States,MLS Next Pro
71021,North Texas SC,United States,MLS Next Pro
45806,Real Monarchs SLC,United States,MLS Next Pro
95339,St. Louis CITY SC 2,United States,MLS Next Pro
51663,Atlanta United FC,United States,Major League Soccer
72309,Austin FC,United States,Major League Soccer
78435,Charlotte FC,United States,Major League Soccer
432,Chicago Fire FC,United States,Major League Soccer
1247,Colorado Rapids,United States,Major League Soccer
813,Columbus Crew,United States,Major League Soccer
2440,D.C. United,United States,Major League Soccer
51772,FC Cincinnati,United States,Major League Soccer
8816,FC Dallas,United States,Major League Soccer
9168,Houston Dynamo FC,United States,Major League Soccer
69261,Inter Miami CF,United States,Major League Soccer
51828,Los Angeles FC,United States,Major League Soccer
1061,Los Angeles Galaxy,United States,Major League Soccer
56089,Minnesota United FC,United States,Major League Soccer
63966,Nashville SC,United States,Major League Soccer
626,New England Revolution,United States,Major League Soccer
40058,New York City FC,United States,Major League Soccer
623,New York Red Bulls,United States,Major League Soccer
45604,Orlando City SC,United States,Major League Soccer
25467,Philadelphia Union,United States,Major League Soccer
4291,Portland Timbers,United States,Major League Soccer
6643,Real Salt Lake City,United States,Major League Soccer
114977,San Diego FC,United States,Major League Soccer
218,San Jose Earthquakes,United States,Major League Soccer
9636,Seattle Sounders FC,United States,Major League Soccer
4284,Sporting Kansas City,United States,Major League Soccer
82686,St. Louis CITY SC,United States,Major League Soccer
64480,Birmingham Legion FC,United States,USL Championship
45805,Colorado Springs Switchbacks FC,United States,USL Championship
67375,El Paso Locomotive FC,United States,USL Championship
62204,Las Vegas Lights FC,United States,USL Championship
68031,Loudoun United FC,United States,USL Championship
46316,Louisville City FC,United States,USL Championship
42814,Miami FC,United States,USL Championship
70056,New Mexico United,United States,USL Championship
69044,Oakland Roots SC,United States,USL Championship
33414,Phoenix Rising FC,United States,USL Championship
4290,Pittsburgh Riverhounds SC,United States,USL Championship
103722,Rhode Island FC,United States,USL Championship
40835,Sacramento Republic FC,United States,USL Championship
52910,San Antonio FC,United States,USL Championship
23565,Tampa Bay Rowdies,United States,USL Championship
119858,AV Alta FC,United States,USL League One
120328,FC Naples,United States,USL League One
102031,One Knoxville SC,United States,USL League One
59048,Club Nacional,Uruguay,Uruguay Primera Division
13950,Bunyodkor,Uzbekistan,Uzbekistan Super League
12004,Nasaf,Uzbekistan,Uzbekistan Super League
5223,Trujillanos FC,Venezuela,Venezuela Primera Division
2288,Swansea City,Wales,Championship
1112,Wrexham AFC,Wales,Championship
603,Cardiff City,Wales,League One
44382,Bala Town,Wales,Wales Premier League
1076,Cardiff MET,Wales,Wales Premier League
28956,AEL Kalloni,,A-League
37255,FK Csikszereda Miercurea Ciuc,,Albania Superliga
4645,FK Radnicki 1923 Kragujevac,,Albania Superliga
20887,FK Jedinstvo Ub,,Allsvenskan
448,FK Vojvodina Novi Sad,,Argentine Primera Nacional
29700,AFC Unirea 04 Slobozia,,Austria 2 Liga
4959,SC Otelul Galati,,Belarus Premier League
4633,FK Novi Pazar,,Belgium Challenger Pro League
33328,FK Radnik Surdulica,,Belgium Challenger Pro League
22902,Alianza FC,,Bolivia Primera Division
34911,Neom Sports Club,,Bolivia Primera Division
14649,Boyacá Chicó FC,,Bosnia Premijer Liga
159,Red Star Belgrade,,Brazil Paulista A1
22381,Al-Raed SFC,,Brazil Serie B
12438,Volga Nizhniy Novgorod (- 2016),,Bulgarian First League
6070,Al-Khaleej Club (Saihat),,Bundesliga
91427,Al-Kholood Club,,Chile Primera Division
11380,ASFC Buzau (2016-2025),,Colombia Primera A
788,FK Napredak Krusevac,,Colombia Primera A
6495,Atlético Bucaramanga,,Czech Liga
29831,FCV Farul Constanta,,Denmark 1. Division
15276,FK Spartak Subotica,,Denmark Superliga
38628,Llaneros FC,,Ekstraklasa
10093,Independiente Medellín,,Eliteserien
8172,Atlético Nacional,,England League One
39536,Al-Orobah FC,,England League Two
2352,CD América de Cali,,Eredivisie
312,FC Dinamo 1948,,Estonia Meistriliiga
3714,Enisey Krasnoyarsk,,Finland Veikkausliiga
11648,Independiente Santa Fe,,France Ligue 2
15758,Valenciennes,,France Ligue 2
17425,Internacional de Bogotá,,Irish Premier Division
40426,FC Tosno (-2018),,Israeli Ligat Haal
10090,Asociación Deportivo Pasto,,Italy Serie B
2350,Millonarios FC,,K League 1
21551,Suwon Bluewings,,K League 1
54585,Sepsi OSK Sf. Gheorghe,,Kazakhstan Premier League
9840,Al-Shabab Club,,La Liga
6621,FK Cukaricki,,La Liga
50532,Damac Football Club,,Latvia Virsliga
41278,ACSC FC Arges,,Liga I
7769,CFR Cluj,,Liga I
455,FC Rapid 1923,,Liga Portugal 2
32113,FK IMT Belgrad,,Ligue 1
72710,Wiltz,,Luxembourg National Division
26069,Al-Qadsiah Saudi Football Club,,MLS
669,FK Partizan Belgrade,,MLS
35101,Melita,,Malta Premier League
49149,Floreşti,,Moldova Super Liga
32041,Fortaleza CEIF,,Morocco Botola Pro
35759,Bucheon Football Club 1995,,NB I
8819,FK Javor-Matis Ivanjica,,Netherlands Eerste Divisie
14680,Unión Magdalena,,Netherlands Eerste Divisie
33966,ACSM Politehnica Iasi,,Primeira Liga
1114,Al-Hilal Saudi Football Club,,Primeira Liga
71665,Al-Okhdood Club,,Saudi Pro League
58049,FC Hermannstadt,,Saudi Pro League
18544,Al-Nassr Football Club,,Scotland Premiership
11854,Junior FC,,Spain Segunda Division
118989,Altınordu,,Turkey 1 Lig
6028,Dinaz Vyshhorod,,Ukraine Persha Liga
9131,Al-Hazem Sport Club,,Vietnam V League 1
18487,Al-Ahli Saudi Football Club,,
7732,Al-Ettifaq Football Club,,
27221,Al-Fateh Club,,
50531,Al-Fayha FC,,
8023,Al-Ittihad Football Club,,
32328,Al-Najma Sport Club,,
31008,Al-Riyadh Saudi Club,,
28844,Al-Taawoun Football Club,,
17209,Al-Wehda FC,,
1002,Club 1002,,
100459,Club 100459,,
100692,Club 100692,,
1008,Club 1008,,
100840,Club 100840,,
100967,Club 100967,,
101189,Club 101189,,
101331,Club 101331,,
101333,Club 101333,,
10157,Club 10157,,
1017,Club 1017,,
101831,Club 101831,,
102579,Club 102579,,
102582,Club 102582,,
10262,Club 10262,,
103329,Club 103329,,
1034,Club 1034,,
104518,Club 104518,,
10481,Club 10481,,
10482,Club 10482,,
10540,Club 10540,,
105799,Club 105799,,
10586,Club 10586,,
105892,Club 105892,,
105908,Club 105908,,
10603,Club 10603,,
10604,Club 10604,,
10605,Club 10605,,
10607,Club 10607,,
10613,Club 10613,,
10617,Club 10617,,
10618,Club 10618,,
10619,Club 10619,,
10632,Club 10632,,
1064,Club 1064,,
10663,Club 10663,,
10694,Club 10694,,
107095,Club 107095,,
10721,Club 10721,,
10741,Club 10741,,
10746,Club 10746,,
10747,Club 10747,,
10755,Club 10755,,
10756,Club 10756,,
10854,Club 10854,,
108741,Club 108741,,
11004,Club 11004,,
11040,Club 11040,,
110447,Club 110447,,
11061,Club 11061,,
11065,Club 11065,,
111366,Club 111366,,
11167,Club 11167,,
112499,Club 112499,,
1127,Club 1127,,
112993,Club 112993,,
113294,Club 113294,,
113627,Club 113627,,
113990,Club 113990,,
11407,Club 11407,,
11411,Club 11411,,
114373,Club 114373,,
11479,Club 11479,,
11540,Club 11540,,
116570,Club 116570,,
1167,Club 1167,,
11698,Club 11698,,
1178,Club 1178,,
1180,Club 1180,,
118031,Club 118031,,
118098,Club 118098,,
1189,Club 1189,,
11912,Club 11912,,
11979,Club 11979,,
120423,Club 120423,,
121327,Club 121327,,
1214,Club 1214,,
1226,Club 1226,,
12275,Club 12275,,
122966,Club 122966,,
123,Club 123,,
123042,Club 123042,,
12346,Club 12346,,
12363,Club 12363,,
124551,Club 124551,,
12460,Club 12460,,
124900,Club 124900,,
12534,Club 12534,,
125436,Club 125436,,
12561,Club 12561,,
125790,Club 125790,,
12668,Club 12668,,
126682,Club 126682,,
126971,Club 126971,,
127001,Club 127001,,
12717,Club 12717,,
12774,Club 12774,,
128296,Club 128296,,
128297,Club 128297,,
12834,Club 12834,,
128428,Club 128428,,
128970,Club 128970,,
129326,Club 129326,,
12935,Club 12935,,
13025,Club 13025,,
13047,Club 13047,,
1306,Club 1306,,
130648,Club 130648,,
130941,Club 130941,,
131292,Club 131292,,
131491,Club 131491,,
132261,Club 132261,,
132449,Club 132449,,
132783,Club 132783,,
132785,Club 132785,,
13293,Club 13293,,
13297,Club 13297,,
13306,Club 13306,,
133140,Club 133140,,
13364,Club 13364,,
13365,Club 13365,,
